,R1,R2,R3,R4,R5,R6,R7,R8,I1,I2,I3,I4,I5,I6,I7,I8,A1,A2,A3,A4,A5,A6,A7,A8,S1,S2,S3,S4,S5,S6,S7,S8,E1,E2,E3,E4,E5,E6,E7,E8,C1,C2,C3,C4,C5,C6,C7,C8,Strength
135,1,3,1,1,2,3,1,2,5,4,3,3,4,3,3,2,2,2,5,3,4,3,4,3,3,2,1,2,2,2,3,2,1,2,2,3,2,2,2,2,1,1,1,1,1,1,1,1,0
136,1,1,3,1,1,1,1,1,2,3,3,4,4,4,3,4,3,3,3,3,3,3,2,3,3,3,3,2,3,2,3,2,3,1,4,2,4,3,3,3,1,1,3,1,2,1,3,1,0
137,1,3,3,4,1,3,2,2,5,3,3,4,4,3,3,3,1,2,3,3,3,3,3,3,3,5,5,5,5,5,3,4,1,1,3,2,2,2,3,3,1,1,1,1,2,3,2,1,0
138,3,2,1,2,1,2,1,2,2,2,1,3,2,3,1,4,4,2,3,2,2,2,4,2,3,2,2,4,2,1,4,2,4,2,4,4,4,3,4,3,3,1,3,2,4,2,2,2,3
139,1,3,1,1,1,1,1,1,2,5,4,4,4,4,2,1,2,1,2,3,4,4,1,3,1,5,1,2,3,4,4,4,1,4,1,1,2,2,2,3,1,3,1,2,2,1,1,1,0
140,4,4,3,2,1,4,2,3,5,3,3,4,2,2,2,2,2,2,3,2,2,3,4,2,3,3,4,4,3,3,4,4,1,3,4,4,4,2,3,2,4,3,4,4,2,3,2,3,3
141,1,1,1,1,1,3,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,3,4,2,1,3,1,3,1,2,4,3,3,1,3,3,4,4,1,3,3,3,1
142,1,1,1,1,1,1,1,3,3,4,3,1,3,1,5,1,3,1,1,2,4,5,1,1,4,5,1,4,3,4,1,2,1,1,4,1,5,1,1,1,3,1,1,5,4,3,5,3,3
143,1,4,1,2,1,2,1,2,1,4,1,3,1,1,1,1,5,3,2,4,3,4,4,2,5,5,3,4,4,5,5,2,3,2,4,4,3,3,3,3,3,2,3,2,1,1,2,2,4
144,1,3,1,5,3,4,4,1,3,2,2,2,2,2,2,1,3,1,5,3,2,4,1,3,4,4,2,1,2,1,1,3,2,2,2,1,4,1,1,5,1,4,5,1,3,4,1,3,2
145,3,2,5,1,1,1,3,1,3,1,1,1,1,1,1,1,4,4,1,1,1,5,1,1,5,1,3,5,4,5,1,1,3,1,2,4,4,5,2,4,3,2,1,5,1,5,1,1,3
146,2,1,1,1,1,1,1,1,3,3,2,1,1,2,1,1,1,1,1,1,3,5,1,1,3,1,3,3,3,3,3,3,1,1,1,3,1,3,1,3,1,3,1,1,1,1,1,1,1
147,1,3,2,2,1,1,1,1,3,3,3,4,2,4,2,4,2,4,3,4,4,4,3,4,3,3,2,3,3,3,3,3,2,2,2,2,2,1,3,1,1,2,2,1,1,1,2,1,0
148,4,1,1,1,1,1,2,1,5,5,5,4,5,5,5,3,5,5,5,5,5,5,2,4,5,5,4,4,4,5,5,3,2,3,4,3,4,4,1,3,5,5,2,5,4,4,3,4,5
149,5,4,1,4,1,4,4,4,1,1,1,1,1,1,1,5,3,5,5,5,5,5,5,5,4,4,3,5,4,3,4,1,1,3,3,1,3,1,1,3,4,4,3,3,4,4,3,3,5
150,1,2,2,1,1,1,2,1,1,4,4,1,2,4,2,3,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,3,2,4,2,4,3,3,4,2,2,2,2,2,2,1,2,1
151,5,1,1,1,1,1,1,1,5,3,5,5,5,1,5,1,5,1,1,5,1,5,1,1,1,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,0
152,3,1,1,5,1,1,2,1,3,5,5,4,5,4,3,4,1,4,4,4,5,4,1,1,4,5,1,1,2,1,3,4,1,1,1,1,1,1,1,1,4,1,1,1,5,5,3,1,0
153,1,2,1,2,1,1,2,2,4,3,3,4,2,3,3,2,1,2,4,2,2,1,1,2,3,5,4,4,3,5,5,3,2,3,3,4,2,3,3,2,3,3,2,3,1,4,3,2,3
154,1,2,1,1,1,1,2,1,3,4,2,1,2,4,2,4,3,3,5,5,5,4,3,5,4,3,4,4,4,3,4,4,2,4,3,3,2,3,3,4,2,1,2,2,1,3,2,1,4
155,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5
156,2,2,3,2,1,3,-1,3,5,5,5,5,5,2,5,1,1,1,3,2,2,4,3,4,4,1,4,1,4,1,1,1,4,3,3,1,1,1,4,1,1,1,1,1,1,3,1,1,0
157,3,1,3,1,1,1,1,1,4,4,1,4,1,3,4,1,1,1,1,1,4,1,-1,1,1,3,1,1,1,2,1,1,2,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1
158,3,4,3,4,4,3,4,4,1,2,2,3,2,2,2,2,1,2,2,2,2,2,4,3,3,4,4,4,3,4,3,3,3,2,2,2,3,2,3,3,2,3,4,2,3,5,3,2,3
159,3,3,3,4,4,4,4,4,2,4,4,3,3,2,2,2,1,1,2,2,2,1,1,1,1,2,2,2,1,1,2,1,1,3,2,2,2,2,2,1,3,3,3,2,2,3,2,3,2
160,2,3,2,2,1,3,1,2,4,2,2,2,2,3,2,4,4,3,1,3,3,3,2,3,3,5,1,2,2,4,4,2,1,1,4,3,4,2,3,2,1,3,2,2,3,3,2,2,4
161,1,1,1,3,1,1,1,1,4,5,5,5,5,5,5,5,1,1,1,1,1,1,3,1,2,3,3,2,3,1,1,1,1,3,1,1,2,3,1,1,3,2,1,1,1,1,1,1,1
162,1,2,1,1,1,3,1,2,3,3,3,3,3,3,2,1,3,3,2,4,5,4,2,3,5,4,4,3,4,3,4,2,1,3,1,2,2,2,1,3,3,2,3,3,3,3,1,2,4
163,5,4,3,4,2,2,2,4,5,5,5,5,5,5,5,4,2,2,1,1,2,2,4,2,5,4,1,4,4,5,5,4,1,2,5,2,4,4,1,5,5,4,4,4,4,4,2,5,5
164,4,1,1,5,3,5,3,3,1,4,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,2,1,1,3,2,1,1,2,2,1,1,1,1,1,3,5,4,4,2,1,1,5,1
165,1,1,1,1,1,1,1,1,1,1,3,4,1,1,1,1,1,4,5,5,5,1,4,4,3,1,4,1,2,1,3,2,4,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1
166,3,3,1,1,1,3,2,1,3,2,3,1,1,3,1,1,3,3,4,2,5,3,1,2,5,3,1,2,3,3,3,1,4,3,4,1,5,3,4,3,3,3,1,1,3,3,1,1,4
167,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,3,4,5,1,4,1,1,1,1,1,2,1,1,1,1,4,4,5,4,1,1,1,1,4,1,3,3,3,1,1
168,5,4,4,4,1,4,3,4,5,4,2,2,2,2,1,3,1,4,4,3,1,2,5,1,4,2,1,5,5,5,1,2,3,3,4,2,5,4,4,4,2,3,5,1,4,5,4,2,5
169,1,4,3,1,1,4,1,4,5,4,4,4,3,4,3,3,5,5,5,5,4,5,5,5,5,5,4,5,4,5,5,2,3,3,4,3,4,3,4,3,2,3,2,3,1,1,2,3,5
170,3,1,3,-1,1,3,1,1,2,5,5,1,5,4,4,1,1,4,1,5,5,5,2,3,4,5,4,3,5,3,2,3,4,1,4,2,3,3,2,3,3,1,3,3,2,3,1,2,0
171,2,3,3,2,2,3,2,3,4,3,4,4,4,3,4,4,2,2,2,3,3,3,3,2,4,4,2,3,3,2,3,3,2,2,2,2,4,2,3,2,2,2,2,2,4,4,2,2,2
172,2,1,1,1,1,2,1,1,3,4,4,1,2,3,3,2,4,4,4,4,3,5,3,4,1,3,2,3,2,4,2,2,2,2,2,3,2,4,1,2,3,3,1,2,1,1,2,2,4
173,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,5,1,5,1,1,1,1,3,1,1,1,1,1,1,1,4,1,4,1,1,3,1,1,1,1,1,1,1,1,1
174,4,5,1,5,5,5,5,4,1,5,5,5,5,5,5,5,5,1,5,4,5,5,4,5,2,2,1,1,1,1,1,1,1,4,1,1,1,1,1,1,4,5,5,2,5,5,1,3,2
175,2,4,1,2,1,2,2,1,5,5,2,4,4,4,4,3,5,3,4,5,5,5,1,4,1,5,3,2,5,3,5,5,-1,3,2,1,4,2,3,5,2,3,2,1,1,5,2,3,0
176,1,4,2,4,1,5,1,5,4,3,3,3,3,4,4,5,2,2,5,3,4,4,1,5,4,3,3,3,3,3,5,3,1,1,3,2,3,3,1,2,1,1,1,1,4,4,1,1,0
177,2,2,1,2,2,1,2,1,5,4,2,3,2,4,2,2,5,5,2,5,5,5,2,5,4,4,4,4,5,5,4,4,3,3,4,3,4,3,3,5,3,3,3,3,4,4,3,3,5
178,3,1,1,2,1,4,1,1,3,4,5,3,4,4,3,1,2,1,2,1,2,1,1,1,4,5,5,5,5,3,3,3,2,1,3,3,3,1,3,2,2,1,2,3,2,1,1,1,3
179,1,1,1,1,1,1,1,1,3,3,4,1,1,1,1,1,3,5,4,4,4,5,1,3,4,5,4,4,4,3,2,3,1,3,1,4,1,1,1,1,1,1,1,1,1,1,1,1,4
180,3,2,2,2,3,2,2,2,1,1,1,2,1,1,1,1,1,1,2,5,1,3,3,1,4,1,3,2,2,3,2,1,5,3,4,1,4,4,4,3,4,2,3,3,4,4,4,4,3
181,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,2,3,4,3,3,1,2,4,1,4,3,2,1,1,1,1,2,4,1,3,1,1
182,2,2,1,1,1,2,1,1,1,3,3,2,2,2,1,3,2,5,3,4,5,3,1,4,4,5,2,3,3,2,4,2,1,3,4,3,4,4,2,2,4,2,4,5,3,3,2,3,4
183,1,1,1,1,1,1,1,1,4,4,4,3,3,3,3,4,1,1,1,1,2,2,1,1,3,3,2,2,3,4,4,3,1,1,4,2,4,2,3,3,1,1,1,1,3,1,1,1,1
184,5,3,1,4,1,2,3,1,3,1,1,5,3,3,3,3,2,2,1,1,1,5,5,1,4,5,3,5,4,5,4,1,5,1,5,3,5,1,1,1,5,3,4,3,3,3,1,4,3
185,4,1,1,3,2,3,1,1,5,2,3,4,3,3,3,3,4,3,2,5,3,5,2,3,-1,5,3,4,4,3,5,2,1,1,2,1,3,1,1,1,1,1,5,1,5,1,3,1,0
186,4,2,1,3,3,3,2,1,3,3,1,3,2,2,2,1,4,4,2,4,2,3,1,1,5,1,2,5,4,3,1,1,4,1,2,2,4,2,1,3,1,1,2,2,3,2,1,1,4
187,3,3,3,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,3,4,2,1,2,3,4,4,2,4,4,1,3,3,3,3,3,4,3,5
188,3,1,1,4,1,3,2,1,2,4,2,3,2,3,2,2,1,5,3,4,5,4,1,4,5,5,4,2,5,2,3,2,1,3,2,1,2,1,2,4,2,2,2,2,4,3,2,2,4
189,4,1,1,1,1,3,1,1,5,5,5,5,5,5,5,5,3,5,5,5,5,5,1,5,5,5,5,3,5,5,5,4,2,3,3,1,4,2,4,1,1,2,1,1,4,3,3,1,0
190,1,1,1,1,1,1,1,1,5,3,3,1,1,3,3,1,2,1,-1,2,1,1,1,2,2,5,3,2,2,4,2,3,1,2,3,1,2,3,1,2,1,1,1,1,1,1,1,1,1
191,1,1,2,1,1,2,1,3,5,3,3,5,4,2,3,3,5,5,3,5,4,3,5,2,3,5,5,5,5,5,4,4,2,3,3,3,4,3,3,3,1,2,2,2,1,1,1,1,0
192,4,1,1,2,2,1,1,1,2,2,2,2,2,2,1,4,5,5,3,4,4,5,1,3,5,4,2,3,5,5,4,2,2,1,4,2,5,2,2,2,3,2,4,5,3,3,2,3,4
193,2,1,1,2,1,1,1,1,4,4,3,2,3,2,2,2,4,5,4,5,5,4,4,4,5,5,4,4,5,5,5,4,1,1,4,2,4,2,1,4,1,4,2,4,2,3,2,2,4
194,1,1,1,1,1,1,1,1,3,3,1,4,1,1,4,1,1,1,1,4,1,1,3,1,1,5,4,3,4,4,1,2,1,1,1,3,1,1,3,1,1,1,1,1,1,1,1,1,1
195,4,2,4,1,3,1,3,3,5,4,5,5,4,4,3,5,1,2,2,3,2,1,4,1,5,5,4,5,2,2,3,3,1,3,4,2,2,2,4,4,1,3,1,1,3,4,3,1,2
196,1,3,2,3,2,2,3,2,5,4,4,3,3,4,3,5,3,5,4,3,3,3,3,4,4,4,4,4,4,5,5,5,3,4,4,4,4,3,3,3,2,3,3,2,2,3,3,3,5
197,1,1,1,1,1,1,1,1,2,4,3,1,1,3,1,1,1,4,1,4,3,2,3,3,5,3,3,3,4,3,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
198,2,1,1,4,1,4,1,2,3,4,4,4,4,4,4,4,1,1,1,1,1,2,2,2,3,4,3,5,2,2,4,1,1,2,4,2,3,2,2,2,4,2,5,4,4,4,2,3,2
199,1,1,1,2,2,2,2,2,4,5,5,4,4,5,4,4,2,5,5,4,4,4,4,4,5,4,5,3,5,4,5,3,3,5,3,4,3,3,4,3,2,3,2,2,2,2,2,2,5
200,2,1,1,1,1,1,1,1,2,3,4,1,2,4,2,2,1,4,3,1,5,2,3,2,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
201,1,1,1,1,1,1,1,1,3,4,2,1,1,3,1,4,2,2,4,3,2,5,1,5,5,3,4,1,5,4,5,4,1,1,2,1,3,2,2,2,2,2,2,2,3,3,1,1,4
202,3,4,-1,5,4,5,4,4,5,5,5,4,5,3,4,4,4,5,4,1,2,1,2,4,4,3,3,4,1,4,2,1,1,1,5,3,5,1,1,4,2,1,2,2,1,3,1,1,2
203,3,4,3,2,4,4,3,3,3,3,4,3,4,4,3,3,3,3,3,3,3,3,4,3,3,2,3,3,3,2,4,3,2,3,3,2,2,3,4,3,4,3,3,3,3,3,3,3,2
204,5,2,2,4,1,3,1,3,5,5,5,5,5,5,5,3,3,4,5,1,3,5,3,5,3,3,1,5,3,3,3,3,1,1,4,3,3,3,1,3,1,1,1,1,1,3,1,1,0
205,3,2,1,4,2,2,2,2,3,5,4,4,4,4,4,3,5,4,4,5,4,5,3,4,3,3,2,5,3,4,2,2,4,3,2,2,4,4,4,4,2,3,3,3,4,4,3,2,5
206,1,3,2,2,2,3,2,2,2,3,3,2,3,3,2,2,2,2,3,2,2,3,2,2,2,3,2,2,2,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2,3,3,2,1,1
207,4,4,2,3,2,4,4,2,5,5,4,4,4,4,3,5,2,1,1,1,2,2,1,1,4,5,2,4,2,3,4,3,4,1,4,3,4,3,2,3,3,3,3,3,2,4,2,3,2
208,4,4,1,1,1,4,1,4,5,4,4,5,5,3,3,3,3,2,3,1,4,4,2,4,4,3,4,4,5,3,4,3,1,2,4,4,2,4,3,4,2,1,1,3,1,2,2,2,0
209,1,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,1,4,1,2,2,1,1,2,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1
210,1,1,1,1,1,1,1,1,5,-1,5,2,4,4,4,-1,3,-1,2,3,3,1,-1,1,5,5,3,3,3,1,2,3,1,1,1,2,2,1,1,-1,1,1,1,1,2,1,1,1,1
211,5,1,1,1,1,1,1,1,5,1,1,5,1,1,1,1,3,5,5,5,5,5,5,5,3,5,5,5,5,1,3,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4
212,4,1,1,3,1,1,4,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,3,1,1,2,3,1,1,1,2,3,5,3,4,4,2,3,4,4,5,4,5,5,4,3,3
213,2,3,2,1,1,1,2,3,3,5,5,3,3,5,3,2,3,4,4,4,5,4,3,5,2,3,3,4,3,3,3,3,2,2,2,4,1,4,3,4,1,2,1,2,1,1,2,2,0
214,1,4,2,2,1,3,1,2,5,2,4,5,5,3,5,4,2,-1,3,3,3,2,4,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1
215,3,1,1,3,1,2,1,1,5,4,5,4,5,5,5,5,4,3,4,3,5,4,3,2,1,3,2,3,2,1,2,2,1,1,2,3,1,2,-1,1,1,1,2,2,4,3,1,2,0
216,1,1,1,1,1,1,1,1,4,4,3,3,4,5,4,4,1,2,3,4,4,3,1,-1,2,5,4,4,5,5,5,4,3,3,1,4,1,5,1,5,1,1,1,2,1,1,1,1,0
217,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,2,2,1,1,2,1,1,1,1,1,1,1,1
218,1,3,2,2,2,2,2,2,5,5,5,5,5,5,5,4,2,2,4,4,4,4,2,3,2,4,3,2,3,3,2,3,2,2,2,2,2,2,2,2,1,2,2,2,2,3,2,2,0
219,2,1,3,3,2,2,4,2,1,1,2,2,2,2,2,3,1,1,2,1,1,1,5,3,3,2,2,3,2,2,1,2,2,3,2,1,3,1,3,4,1,1,2,1,1,3,2,2,1
220,2,4,3,4,1,3,3,3,4,2,1,1,1,1,2,1,1,5,1,4,4,4,4,1,4,4,2,4,2,2,2,2,4,1,4,2,5,2,2,2,1,3,4,3,4,2,1,3,3
221,3,4,5,3,4,4,3,4,3,5,5,2,2,5,2,5,1,1,1,2,1,3,4,2,1,3,4,2,4,4,4,2,1,2,2,1,2,1,1,2,3,4,3,2,3,3,2,4,2
222,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,3,3,1,2,3,2,3,1,3,1,3,2,3,2,5,3,4,3,4,4,4,3,4,3,3,2,3,3,4,2,3
223,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,4,4,1,4,4,4,1,4,2,3,1,1,2,1,4,4,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1
224,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,5,1,1,4,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
225,4,3,2,2,1,3,1,3,5,5,5,5,5,4,5,2,4,4,4,3,3,4,3,3,3,3,3,3,3,2,2,1,3,2,2,1,4,2,1,2,4,2,2,1,3,1,1,1,0
226,4,5,1,1,1,3,1,4,4,4,1,1,1,2,1,1,4,4,4,4,1,5,3,4,3,3,1,4,4,4,3,4,1,2,1,2,1,2,1,2,1,2,1,3,1,4,1,1,4
227,3,4,1,4,4,4,2,4,4,5,4,4,3,4,2,2,5,5,2,5,4,5,4,2,3,3,2,2,3,4,3,1,2,1,3,4,2,2,3,3,2,2,2,2,1,3,2,2,0
228,3,4,1,1,1,3,3,4,4,2,3,4,2,3,3,2,1,1,3,2,2,3,1,3,3,4,2,2,4,1,3,2,4,5,5,2,3,4,5,1,4,3,4,2,4,4,5,3,3
229,1,1,1,1,1,2,1,2,2,2,1,1,2,4,2,4,2,5,4,4,5,4,5,4,5,2,4,4,4,4,4,3,4,4,4,4,4,4,5,4,2,1,1,2,2,2,2,1,4
230,3,4,4,3,3,5,3,5,3,3,3,2,2,2,3,2,2,1,2,1,1,3,4,1,2,3,1,1,1,1,1,1,1,2,4,3,3,3,1,1,4,4,4,4,4,3,4,2,2
231,5,3,3,1,3,4,2,3,5,5,5,4,5,5,5,4,3,5,4,4,5,1,5,4,5,3,4,4,5,4,5,5,4,2,4,3,4,4,2,3,4,2,1,3,2,5,2,2,5
232,1,1,4,1,1,1,1,1,3,4,4,5,4,4,3,4,3,2,3,4,1,4,5,2,4,3,2,4,2,5,3,2,2,1,1,1,5,1,2,3,1,1,1,1,2,2,1,1,0
233,1,1,3,1,1,1,1,1,1,5,1,1,1,4,1,1,1,5,3,4,5,2,1,4,1,5,3,1,3,1,3,1,5,1,4,1,1,3,3,1,1,-1,1,1,1,1,1,1,4
234,3,1,4,5,-1,4,1,1,5,5,5,5,5,5,5,4,1,1,4,2,2,4,4,4,1,4,1,4,1,1,1,1,1,1,1,4,3,1,1,2,1,2,4,1,4,1,1,3,2
235,1,1,1,1,1,1,2,1,4,4,4,1,5,4,4,2,3,3,4,2,3,3,3,3,2,4,3,4,3,3,4,3,3,4,4,3,4,4,4,2,3,3,2,2,1,3,2,2,0
236,3,1,1,1,1,1,3,1,5,1,1,4,5,1,3,1,2,1,1,1,4,1,4,1,5,5,5,1,5,5,5,5,1,1,4,4,4,4,1,5,4,4,4,4,5,5,4,4,3
237,2,2,1,4,2,3,3,2,5,4,5,2,5,4,4,3,1,4,5,4,5,4,2,5,4,3,1,3,1,4,4,2,1,1,4,1,2,1,2,4,1,3,1,4,1,2,1,2,0
238,4,4,1,4,1,5,3,5,5,5,4,5,4,4,4,4,5,2,5,4,2,5,4,5,3,3,1,3,2,1,2,1,3,2,1,3,2,2,1,4,1,1,2,1,1,1,1,1,0
239,3,4,4,4,3,4,4,4,2,2,2,1,1,2,2,2,1,1,1,3,1,4,4,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,4,3,2,1,3,1,3,2
240,2,4,4,4,1,4,4,3,2,3,3,1,1,2,1,2,1,2,4,5,4,5,4,5,5,4,5,4,5,4,4,2,2,1,4,2,2,3,2,4,2,4,2,1,1,1,1,1,4
241,4,1,1,5,4,1,4,2,3,5,4,3,3,4,4,2,1,1,1,1,1,2,1,2,1,1,2,4,4,2,2,3,1,1,1,1,1,1,3,1,3,3,4,3,4,1,2,3,2
242,1,4,3,3,2,2,2,2,4,4,4,2,-1,3,1,2,3,4,4,1,3,1,4,2,4,3,3,4,2,3,2,2,3,4,5,3,3,4,2,2,3,4,4,3,1,2,2,2,3
243,1,1,2,2,1,1,2,1,4,4,5,5,5,2,5,2,3,5,2,4,5,3,4,2,4,3,5,2,4,1,2,1,2,1,3,1,3,1,1,1,1,3,2,4,5,3,1,2,0
244,4,4,1,2,1,4,3,5,4,4,4,3,4,5,5,5,3,3,2,3,2,4,4,1,5,4,3,3,5,4,2,1,2,1,3,1,1,2,5,5,3,2,2,5,5,5,5,5,5
245,1,2,1,4,1,4,1,2,3,5,5,4,4,4,4,4,4,4,5,5,4,4,5,5,3,3,3,2,3,3,3,3,3,1,3,2,1,1,2,2,1,1,1,1,1,3,1,1,0
246,3,3,3,5,4,3,3,3,3,4,3,3,3,4,3,5,1,2,4,4,4,3,1,3,3,3,1,3,1,1,1,1,1,1,1,1,1,1,1,4,1,3,3,1,2,3,1,1,2
247,2,1,1,3,1,1,1,1,2,2,2,1,3,3,3,1,2,4,4,4,4,4,3,3,3,3,1,1,1,1,1,1,2,1,1,3,1,2,1,1,2,1,3,1,1,3,1,1,1
248,3,1,3,1,1,1,1,1,5,5,5,5,5,5,5,4,3,5,1,1,4,5,3,1,4,4,3,4,3,3,5,5,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,1,0
249,2,3,1,2,2,4,1,1,2,2,2,2,2,3,1,1,1,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,2,4,5,2,5,4,1,5,1,1,2,2,1,2,1,-1,4
250,3,4,4,4,2,5,3,2,1,5,5,3,2,4,3,2,1,1,3,3,2,2,4,2,3,3,4,3,2,4,4,4,4,4,4,3,3,3,4,4,3,1,3,1,3,3,4,3,5
251,4,4,2,4,4,4,3,4,3,4,2,2,2,2,2,2,3,3,3,4,2,3,4,3,3,3,3,3,4,4,3,2,2,4,4,2,3,4,4,4,2,3,2,3,2,3,3,2,5
252,1,1,1,1,1,1,1,1,4,5,3,2,2,3,1,2,2,3,3,3,4,2,5,4,5,5,5,4,5,5,5,5,2,2,4,2,4,2,1,2,1,1,1,2,1,2,1,2,4
253,1,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,3,3,3,4,2,4,1,4,5,2,1,3,2,2,2,2,2,2,4,3,5,3,3,2,4,2,4,4,3,2,4,4,3
254,1,3,1,1,1,2,1,1,4,2,1,2,1,1,1,2,3,3,5,2,3,1,3,4,5,5,3,3,5,3,2,2,2,3,2,3,3,4,2,3,1,1,1,1,1,1,1,2,4
255,2,1,1,1,1,1,1,1,2,4,2,3,1,3,1,3,3,4,3,4,4,4,4,4,5,5,5,3,4,4,4,4,2,1,2,3,2,3,1,1,1,1,1,2,2,1,1,1,4
256,1,3,1,1,1,3,2,3,5,3,3,5,1,3,2,3,1,3,4,3,4,3,2,5,5,4,4,4,5,3,3,4,1,3,2,4,2,3,3,3,2,3,3,3,2,3,2,3,4
257,2,1,1,3,1,1,1,1,1,4,4,5,5,3,5,1,1,3,4,2,4,1,1,3,4,5,5,5,5,2,4,5,4,5,5,4,3,5,4,4,1,4,4,4,4,5,2,5,5
258,5,1,1,5,3,4,5,3,2,1,3,2,3,1,1,3,4,3,3,3,4,4,1,4,4,5,4,2,4,3,4,5,3,5,4,3,4,4,1,4,5,4,5,5,5,5,5,5,5
259,3,3,3,3,1,2,2,2,4,3,3,2,3,2,2,3,1,2,4,2,3,3,2,3,4,3,1,2,2,2,3,1,3,4,4,3,3,3,4,4,3,3,3,3,4,3,3,3,3
260,1,4,2,1,1,4,1,3,4,4,4,4,3,5,4,4,3,3,2,1,2,4,5,3,2,5,4,3,4,5,5,2,3,1,3,3,2,2,2,3,1,1,1,1,1,1,1,1,0
261,2,1,1,1,1,1,1,1,1,4,4,1,1,3,1,3,3,5,5,4,5,3,4,2,4,2,5,4,5,2,5,4,2,1,4,1,2,4,5,5,1,1,1,1,2,1,1,3,4
262,1,1,1,1,1,1,1,1,3,5,5,3,4,5,4,3,1,3,1,3,1,2,1,1,2,5,3,4,4,5,5,2,2,2,3,3,2,1,1,4,1,1,1,-1,1,1,1,1,0
263,4,4,1,2,1,3,1,4,3,2,3,1,2,2,2,2,5,5,5,3,4,4,2,4,5,5,1,5,5,2,4,2,3,2,4,5,5,5,3,4,3,2,4,3,1,4,3,3,5
264,3,1,1,1,1,-1,1,1,5,5,5,5,5,3,4,1,1,3,2,1,2,1,2,2,3,5,5,5,5,1,3,4,2,1,3,2,1,1,2,2,1,3,3,2,1,1,2,2,0
265,5,3,3,-1,1,1,1,2,1,4,2,3,1,4,1,4,4,4,4,4,3,5,1,4,5,5,5,3,5,5,5,5,3,2,4,4,4,2,1,1,1,4,1,-1,1,-1,3,4,4
266,1,2,2,3,1,5,3,1,3,2,4,2,1,1,2,1,1,1,1,3,1,1,1,1,5,5,4,5,4,4,5,5,1,1,4,4,2,1,5,1,4,1,2,2,5,5,1,1,3
267,1,3,4,3,4,3,1,2,3,2,3,2,3,3,3,4,4,2,2,2,1,3,3,1,1,3,1,4,2,2,3,1,2,1,3,1,3,1,1,2,1,1,2,2,4,4,2,2,2
268,5,3,1,2,2,4,3,2,4,4,1,4,3,4,4,2,3,3,4,3,2,4,3,2,4,5,5,5,5,4,5,5,1,1,3,3,3,3,3,2,5,2,4,4,4,5,3,4,5
269,4,3,1,4,4,3,4,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,-1,2,5,4,2,2,4,1,3,2,3,2,3,2,5,2,3,3,1,1,3,3,4,4,3,3,3
270,3,3,2,2,4,4,3,4,4,4,4,3,3,3,3,3,3,1,2,3,3,4,4,4,2,2,2,4,1,2,2,1,1,2,4,2,5,2,2,4,2,4,4,3,4,4,2,2,2
271,1,3,1,2,1,3,3,2,4,4,4,4,4,4,4,4,5,4,5,4,5,5,2,5,1,4,5,1,5,1,5,5,1,3,3,2,2,3,3,3,1,1,3,2,2,3,1,3,0
272,-1,1,-1,1,1,4,1,2,5,4,1,4,1,3,1,1,3,4,3,4,1,4,1,1,5,4,3,5,5,5,5,5,3,2,3,3,4,4,2,2,1,1,1,-1,-1,3,2,2,4
