,R1,R4,R6,I1,I2,I3,I4,I5,I6,I7,I8,A1,A2,A3,A4,A5,A6,A7,A8,S1,S3,S4,S5,S6,S7,S8,E3,E5,E8,C5,Strength
212,4,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,3,1,2,3,1,1,1,5,4,3,5,C
213,2,1,1,3,5,5,3,3,5,3,2,3,4,4,4,5,4,3,5,2,3,4,3,3,3,3,2,1,4,1,A
214,1,2,3,5,2,4,5,5,3,5,4,2,-1,3,3,3,2,4,2,1,1,2,1,1,1,1,1,1,1,1,I
215,3,3,2,5,4,5,4,5,5,5,5,4,3,4,3,5,4,3,2,1,2,3,2,1,2,2,2,1,1,4,I
216,1,1,1,4,4,3,3,4,5,4,4,1,2,3,4,4,3,1,-1,2,4,4,5,5,5,4,1,1,5,1,S
217,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,E
218,1,2,2,5,5,5,5,5,5,5,4,2,2,4,4,4,4,2,3,2,3,2,3,3,2,3,2,2,2,2,I
219,2,3,2,1,1,2,2,2,2,2,3,1,1,2,1,1,1,5,3,3,2,3,2,2,1,2,2,3,4,1,R
220,2,4,3,4,2,1,1,1,1,2,1,1,5,1,4,4,4,4,1,4,2,4,2,2,2,2,4,5,2,4,A
221,3,3,4,3,5,5,2,2,5,2,5,1,1,1,2,1,3,4,2,1,4,2,4,4,4,2,2,2,2,3,R
222,2,2,2,2,2,1,2,1,2,2,2,2,1,3,3,1,2,3,2,3,3,1,3,2,3,2,4,4,3,3,E
223,1,1,1,3,1,1,3,1,1,1,1,4,4,1,4,4,4,1,4,2,1,1,2,1,4,4,1,1,1,1,A
224,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,5,1,1,4,1,1,3,1,1,1,1,1,1,1,1,A
225,4,2,3,5,5,5,5,5,4,5,2,4,4,4,3,3,4,3,3,3,3,3,3,2,2,1,2,4,2,3,I
226,4,1,3,4,4,1,1,1,2,1,1,4,4,4,4,1,5,3,4,3,1,4,4,4,3,4,1,1,2,1,A
227,3,4,4,4,5,4,4,3,4,2,2,5,5,2,5,4,5,4,2,3,2,2,3,4,3,1,3,2,3,1,A
228,3,1,3,4,2,3,4,2,3,3,2,1,1,3,2,2,3,1,3,3,2,2,4,1,3,2,5,3,1,4,E
229,1,1,2,2,2,1,1,2,4,2,4,2,5,4,4,5,4,5,4,5,4,4,4,4,4,3,4,4,4,2,A
230,3,3,5,3,3,3,2,2,2,3,2,2,1,2,1,1,3,4,1,2,1,1,1,1,1,1,4,3,1,4,R
231,5,1,4,5,5,5,4,5,5,5,4,3,5,4,4,5,1,5,4,5,4,4,5,4,5,5,4,4,3,2,I
232,1,1,1,3,4,4,5,4,4,3,4,3,2,3,4,1,4,5,2,4,2,4,2,5,3,2,1,5,3,2,I
233,1,1,1,1,5,1,1,1,4,1,1,1,5,3,4,5,2,1,4,1,3,1,3,1,3,1,4,1,1,1,A
234,3,5,4,5,5,5,5,5,5,5,4,1,1,4,2,2,4,4,4,1,1,4,1,1,1,1,1,3,2,4,I
235,1,1,1,4,4,4,1,5,4,4,2,3,3,4,2,3,3,3,3,2,3,4,3,3,4,3,4,4,2,1,I
236,3,1,1,5,1,1,4,5,1,3,1,2,1,1,1,4,1,4,1,5,5,1,5,5,5,5,4,4,5,5,S
237,2,4,3,5,4,5,2,5,4,4,3,1,4,5,4,5,4,2,5,4,1,3,1,4,4,2,4,2,4,1,I
238,4,4,5,5,5,4,5,4,4,4,4,5,2,5,4,2,5,4,5,3,1,3,2,1,2,1,1,2,4,1,I
239,3,4,4,2,2,2,1,1,2,2,2,1,1,1,3,1,4,4,1,2,1,1,1,1,1,1,1,2,3,1,R
240,2,4,4,2,3,3,1,1,2,1,2,1,2,4,5,4,5,4,5,5,5,4,5,4,4,2,4,2,4,1,S
241,4,5,1,3,5,4,3,3,4,4,2,1,1,1,1,1,2,1,2,1,2,4,4,2,2,3,1,1,1,4,I
242,1,3,2,4,4,4,2,-1,3,1,2,3,4,4,1,3,1,4,2,4,3,4,2,3,2,2,5,3,2,1,E
243,1,2,1,4,4,5,5,5,2,5,2,3,5,2,4,5,3,4,2,4,5,2,4,1,2,1,3,3,1,5,I
244,4,2,4,4,4,4,3,4,5,5,5,3,3,2,3,2,4,4,1,5,3,3,5,4,2,1,3,1,5,5,I
245,1,4,4,3,5,5,4,4,4,4,4,4,4,5,5,4,4,5,5,3,3,2,3,3,3,3,3,1,2,1,A
246,3,5,3,3,4,3,3,3,4,3,5,1,2,4,4,4,3,1,3,3,1,3,1,1,1,1,1,1,4,2,I
247,2,3,1,2,2,2,1,3,3,3,1,2,4,4,4,4,4,3,3,3,1,1,1,1,1,1,1,1,1,1,A
248,3,1,1,5,5,5,5,5,5,5,4,3,5,1,1,4,5,3,1,4,3,4,3,3,5,5,1,1,1,5,I
249,2,2,4,2,2,2,2,2,3,1,1,1,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,1,S
250,3,4,5,1,5,5,3,2,4,3,2,1,1,3,3,2,2,4,2,3,4,3,2,4,4,4,4,3,4,3,E
251,4,4,4,3,4,2,2,2,2,2,2,3,3,3,4,2,3,4,3,3,3,3,4,4,3,2,4,3,4,2,R
252,1,1,1,4,5,3,2,2,3,1,2,2,3,3,3,4,2,5,4,5,5,4,5,5,5,5,4,4,2,1,S
253,1,2,1,3,1,1,1,1,1,1,1,3,3,3,4,2,4,1,4,5,1,3,2,2,2,2,4,5,2,3,C
254,1,1,2,4,2,1,2,1,1,1,2,3,3,5,2,3,1,3,4,5,3,3,5,3,2,2,2,3,3,1,S
255,2,1,1,2,4,2,3,1,3,1,3,3,4,3,4,4,4,4,4,5,5,3,4,4,4,4,2,2,1,2,S
256,1,1,3,5,3,3,5,1,3,2,3,1,3,4,3,4,3,2,5,5,4,4,5,3,3,4,2,2,3,2,S
257,2,3,1,1,4,4,5,5,3,5,1,1,3,4,2,4,1,1,3,4,5,5,5,2,4,5,5,3,4,4,S
258,5,5,4,2,1,3,2,3,1,1,3,4,3,3,3,4,4,1,4,4,4,2,4,3,4,5,4,4,4,5,C
259,3,3,2,4,3,3,2,3,2,2,3,1,2,4,2,3,3,2,3,4,1,2,2,2,3,1,4,3,4,4,E
260,1,1,4,4,4,4,4,3,5,4,4,3,3,2,1,2,4,5,3,2,4,3,4,5,5,2,3,2,3,1,I
261,2,1,1,1,4,4,1,1,3,1,3,3,5,5,4,5,3,4,2,4,5,4,5,2,5,4,4,2,5,2,A
262,1,1,1,3,5,5,3,4,5,4,3,1,3,1,3,1,2,1,1,2,3,4,4,5,5,2,3,2,4,1,I
263,4,2,3,3,2,3,1,2,2,2,2,5,5,5,3,4,4,2,4,5,1,5,5,2,4,2,4,5,4,1,A
264,3,1,-1,5,5,5,5,5,3,4,1,1,3,2,1,2,1,2,2,3,5,5,5,1,3,4,3,1,2,1,I
265,5,-1,1,1,4,2,3,1,4,1,4,4,4,4,4,3,5,1,4,5,5,3,5,5,5,5,4,4,1,1,S
266,1,3,5,3,2,4,2,1,1,2,1,1,1,1,3,1,1,1,1,5,4,5,4,4,5,5,4,2,1,5,S
267,1,3,3,3,2,3,2,3,3,3,4,4,2,2,2,1,3,3,1,1,1,4,2,2,3,1,3,3,2,4,I
268,5,2,4,4,4,1,4,3,4,4,2,3,3,4,3,2,4,3,2,4,5,5,5,4,5,5,3,3,2,4,S
269,4,4,3,3,2,2,2,3,2,2,1,2,2,2,2,2,2,-1,2,5,2,2,4,1,3,2,3,5,3,4,R
270,3,2,4,4,4,4,3,3,3,3,3,3,1,2,3,3,4,4,4,2,2,4,1,2,2,1,4,5,4,4,I
271,1,2,3,4,4,4,4,4,4,4,4,5,4,5,4,5,5,2,5,1,5,1,5,1,5,5,3,2,3,2,A
272,-1,1,4,5,4,1,4,1,3,1,1,3,4,3,4,1,4,1,1,5,3,5,5,5,5,5,3,4,2,-1,S
273,3,1,1,3,1,4,3,1,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,1,1,1,5,1,1,I
274,3,1,1,4,2,2,4,4,1,4,1,3,2,1,1,1,1,1,1,3,1,4,1,1,4,1,1,1,1,4,I
275,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,C
276,4,2,3,3,2,1,2,1,2,2,3,2,5,2,1,2,3,2,4,4,4,3,4,4,2,2,5,5,3,4,E
277,1,2,2,4,3,4,5,3,4,3,4,1,2,4,4,2,2,4,4,4,4,4,4,4,4,2,2,3,2,1,I
278,1,1,-1,3,4,5,5,4,3,4,2,3,2,2,5,3,4,2,3,4,5,2,5,2,4,4,2,2,2,2,S
279,1,4,4,4,4,4,4,4,4,4,4,2,2,4,1,2,2,1,3,4,2,2,1,2,1,2,4,3,3,4,I
280,1,1,1,4,4,4,3,4,4,1,4,1,2,3,4,3,2,1,4,2,2,4,4,4,4,4,2,2,1,2,S
281,1,4,4,3,4,3,3,4,3,4,3,2,5,1,5,4,1,5,1,4,1,2,2,4,2,2,5,5,5,4,E
282,3,1,1,4,4,4,4,3,4,4,4,5,5,4,5,5,5,4,4,5,4,4,4,4,5,4,3,1,3,1,A
283,3,2,3,3,4,4,1,3,2,3,3,1,1,5,2,2,1,1,5,4,3,1,4,3,3,2,3,2,4,1,I
284,4,4,4,5,4,3,5,4,2,4,3,1,2,1,1,1,1,1,2,1,1,1,2,4,2,2,4,4,4,4,C
285,1,1,1,3,1,2,1,1,2,1,1,5,4,4,5,3,5,1,1,3,2,4,3,1,1,1,3,4,1,2,A
286,3,4,5,1,1,1,1,1,3,1,3,3,4,4,4,4,5,3,3,3,4,4,5,3,4,4,1,3,5,3,S
287,3,2,2,2,4,4,3,3,3,3,3,3,2,3,4,5,4,4,4,4,5,4,4,4,3,2,4,2,4,1,S
288,3,1,1,5,1,3,2,2,1,4,1,1,1,1,1,1,1,1,1,3,3,1,2,1,1,1,1,1,1,4,C
289,4,2,3,2,2,2,2,2,2,2,3,2,4,4,4,4,2,1,5,5,5,4,5,4,5,4,2,3,3,3,S
290,1,1,1,2,3,3,1,1,3,1,1,1,1,1,1,1,1,1,1,3,2,2,4,1,1,4,1,1,1,1,S
291,1,1,1,3,1,1,1,1,1,1,1,4,4,5,3,3,3,4,3,4,3,3,2,3,3,2,4,3,1,1,A
292,1,2,2,5,2,2,5,2,2,2,2,1,2,2,5,5,5,2,2,5,5,5,5,5,5,5,5,2,2,2,S
293,3,1,1,3,1,1,1,1,1,1,1,4,4,4,3,5,5,5,5,5,5,4,5,4,4,4,4,3,4,1,A
294,3,4,4,4,3,3,3,2,2,1,1,3,3,4,4,3,4,5,3,4,4,4,2,5,5,5,2,4,5,1,S
295,3,4,4,4,2,2,4,3,3,2,1,3,2,2,3,4,3,1,3,4,4,4,5,2,4,1,2,3,3,2,S
296,3,5,2,4,4,4,4,5,4,4,3,2,4,5,3,4,5,4,4,4,4,2,2,2,1,3,5,-1,4,3,I
297,2,2,1,4,3,4,4,4,2,3,3,4,3,3,4,4,4,2,2,3,2,5,2,2,1,2,1,1,1,1,I
298,3,2,3,3,5,3,4,1,3,2,2,1,4,4,3,3,3,4,4,5,4,4,5,3,3,2,4,4,3,2,S
299,2,2,1,3,4,4,4,3,4,2,3,3,4,4,4,5,3,4,4,3,4,2,4,1,1,1,3,1,4,1,A
300,2,1,1,4,3,1,4,4,1,3,1,3,3,4,3,4,4,3,4,3,3,2,3,4,4,3,4,4,3,2,A
301,1,1,1,5,3,2,4,4,2,3,1,2,3,4,1,2,1,1,1,3,4,5,4,3,3,4,2,4,3,2,S
302,4,3,2,2,2,1,1,2,2,3,1,4,2,4,3,3,4,4,3,4,1,2,3,3,2,1,3,4,4,4,C
303,2,2,2,3,3,3,2,4,3,4,4,4,3,3,2,4,4,4,4,3,2,2,4,4,3,4,4,4,4,2,A
304,4,5,4,5,4,5,4,5,5,5,5,4,4,5,5,5,5,5,5,3,2,4,4,5,4,3,3,4,4,3,I
305,3,4,3,3,4,2,1,2,4,1,3,1,1,1,3,1,4,5,1,2,4,4,4,4,3,4,3,4,4,3,S
306,2,4,2,5,5,3,4,4,2,3,1,5,5,2,3,5,5,1,1,3,4,4,3,3,3,3,4,4,1,1,S
307,3,2,1,4,2,4,5,2,1,1,1,1,1,4,1,1,3,1,1,5,5,1,5,3,1,4,4,5,4,4,C
308,1,3,3,3,5,3,2,3,4,3,4,5,5,5,5,4,5,2,5,4,3,4,4,2,4,3,2,2,4,2,A
309,1,1,1,5,4,4,4,5,4,4,1,2,2,5,4,4,4,5,2,2,5,3,5,4,4,2,1,1,1,1,I
310,1,1,3,3,3,2,3,1,2,1,2,1,1,2,4,4,1,2,2,4,3,3,4,2,2,2,2,1,2,1,S
311,3,3,2,5,4,4,3,4,1,5,1,4,3,5,5,5,5,1,5,2,3,3,2,3,3,2,2,1,2,5,A
312,1,3,1,3,5,4,3,1,5,1,1,1,1,4,1,1,1,1,1,3,5,1,5,3,1,1,5,4,1,1,E
313,1,3,3,5,3,4,5,5,4,5,3,1,3,-1,3,3,4,2,3,3,3,5,3,3,4,3,3,4,3,4,I
314,4,2,2,2,4,3,1,3,1,2,1,2,3,4,1,3,1,2,4,4,3,4,4,1,4,2,4,4,3,4,C
315,3,1,1,2,3,1,1,2,2,2,2,4,4,4,4,5,4,4,4,3,3,1,3,2,5,3,2,2,3,1,A
316,3,3,3,5,5,5,5,5,4,5,4,2,2,2,1,5,3,4,2,1,3,5,3,5,4,5,3,1,3,4,I
317,5,5,5,5,5,5,5,4,5,3,5,2,1,3,5,4,4,5,1,4,5,5,4,4,5,4,5,4,3,3,I
318,1,2,2,3,2,2,1,2,2,1,1,4,5,5,5,5,5,2,5,4,3,1,4,4,4,1,1,2,2,2,A
319,2,2,2,2,5,4,3,4,4,4,4,4,2,3,3,3,5,2,3,3,3,3,2,4,3,4,2,2,4,1,I
320,4,5,4,4,4,3,4,4,2,4,2,1,2,4,2,2,2,4,2,4,4,4,4,2,2,3,4,4,4,2,R
321,3,5,5,3,5,4,2,2,2,1,1,3,5,4,2,5,2,1,4,3,2,2,4,1,4,4,4,1,4,1,A
322,1,2,3,4,3,2,3,2,3,2,4,5,5,5,5,4,4,3,4,5,5,3,4,3,4,3,3,3,4,2,A
323,3,3,2,2,1,2,3,4,2,1,3,2,4,2,3,3,3,1,4,3,1,1,1,2,1,1,3,1,2,3,C
324,1,3,3,2,2,1,1,2,1,1,1,1,2,1,1,2,1,4,1,1,1,2,1,1,1,1,2,3,3,1,R
325,3,1,1,5,5,5,2,3,5,4,4,3,5,5,4,5,5,4,5,4,2,5,3,5,5,4,3,1,3,1,A
326,1,1,1,5,4,4,1,1,4,1,3,5,5,5,5,5,5,1,4,5,5,5,5,5,3,1,3,3,1,1,A
327,5,3,4,3,4,3,1,3,4,4,3,1,3,2,1,2,3,2,3,5,1,4,2,2,4,3,4,4,3,4,C
328,3,5,4,3,1,1,5,1,1,1,5,5,5,4,5,3,5,2,5,5,5,2,5,5,5,5,3,5,5,3,S
329,3,2,2,4,4,3,2,3,2,2,1,1,2,2,2,3,3,1,1,2,2,3,2,3,3,3,2,2,3,3,C
330,2,1,2,5,5,5,5,5,3,3,4,5,4,4,3,4,3,1,3,5,3,2,3,3,5,2,4,4,2,1,I
331,3,2,1,2,4,4,1,4,4,4,3,4,5,5,4,5,4,1,4,3,1,3,1,3,3,1,1,1,-1,3,A
332,4,2,2,1,3,4,4,2,4,2,4,1,1,4,2,4,2,1,1,1,1,3,1,1,1,1,4,5,2,4,E
333,4,3,3,4,3,3,3,3,4,3,4,1,4,1,2,1,1,3,2,3,3,3,4,4,4,4,3,4,3,3,S
334,1,1,1,3,1,1,1,1,1,1,3,1,2,3,3,3,3,1,1,1,3,1,3,1,3,1,1,3,1,3,A
335,3,2,1,4,4,4,4,3,4,3,3,4,2,4,4,4,4,2,3,3,5,3,5,4,4,4,3,3,3,1,S
336,2,4,3,5,4,5,5,5,3,3,2,3,3,5,4,5,3,3,4,4,5,4,4,1,3,3,1,3,1,3,I
337,-1,1,1,5,5,5,5,5,5,5,5,5,3,5,5,5,5,1,1,5,5,3,5,5,5,5,3,3,5,4,I
338,5,2,3,5,3,4,2,4,3,3,4,5,5,4,2,3,5,2,3,3,4,3,5,4,4,3,2,3,3,3,S
339,1,1,1,3,1,1,1,1,1,1,1,1,4,4,4,5,1,4,1,1,1,3,1,1,1,1,1,3,1,1,A
340,3,5,2,5,1,5,5,5,1,5,1,1,3,2,1,4,1,2,1,1,4,2,3,3,1,1,4,5,3,2,E
341,2,2,4,4,4,3,3,2,4,3,4,4,4,4,4,2,4,4,4,4,3,3,3,3,3,2,4,3,3,2,A
342,3,1,4,3,4,5,1,4,4,3,4,1,1,5,3,5,4,1,5,5,3,4,4,4,4,3,1,2,1,2,S
343,3,1,1,-1,3,3,4,1,2,1,1,1,1,1,1,-1,3,1,1,5,4,1,5,1,1,1,1,1,1,5,C
344,4,4,4,1,2,3,4,3,4,3,5,1,1,3,1,1,1,4,2,4,4,3,4,4,2,2,4,3,2,3,R
345,3,2,2,3,5,3,2,3,4,2,2,1,1,2,1,1,1,2,2,5,4,5,4,5,5,2,3,4,2,4,S
346,1,1,-1,4,4,4,2,4,4,2,3,5,5,2,3,5,5,2,3,3,3,2,4,4,2,2,2,1,2,2,A
347,4,4,3,1,2,1,2,1,1,1,1,1,1,1,1,1,1,4,1,1,2,3,1,1,2,1,1,3,1,5,C
348,2,2,2,4,5,4,4,4,5,4,4,3,4,4,3,4,4,3,4,3,4,2,4,4,4,4,3,3,3,2,I
349,2,3,3,5,2,4,5,4,3,5,3,1,1,1,1,3,1,3,2,3,2,5,2,3,2,3,4,4,2,3,I
350,5,1,3,5,1,1,3,1,1,1,3,3,3,3,3,5,3,1,4,5,1,3,4,3,4,3,3,4,-1,1,S
351,4,2,1,4,4,3,2,3,3,3,2,1,1,4,1,3,3,1,2,3,1,2,2,3,3,2,1,2,3,4,C
352,3,4,4,5,2,2,3,3,1,5,2,1,1,2,1,1,2,3,1,1,5,1,2,2,1,2,4,3,3,3,C
353,1,1,1,1,5,4,4,4,5,2,2,1,5,2,2,5,2,4,3,4,2,3,4,2,3,2,5,5,2,1,I
354,3,1,2,4,5,4,3,3,4,3,1,1,1,1,1,1,1,1,1,3,5,4,4,4,4,3,3,3,2,2,S
355,1,3,1,5,5,4,3,4,4,4,2,3,3,4,4,3,1,2,4,3,3,3,3,3,3,2,1,1,1,1,I
356,4,3,2,1,3,5,2,3,1,3,3,1,1,3,1,3,2,3,3,3,2,2,1,1,2,4,5,4,3,4,C
357,5,3,2,2,3,1,2,2,2,2,5,2,1,1,5,4,5,2,1,1,1,1,1,1,2,1,1,1,1,5,C
358,4,4,3,5,5,5,2,4,5,4,2,5,1,1,1,4,5,1,1,2,3,1,2,1,1,1,2,2,1,5,I
359,2,1,1,1,2,1,1,1,1,1,1,1,1,4,1,4,1,1,1,1,1,1,1,1,1,1,1,3,1,5,C
360,4,4,4,5,2,4,5,3,3,3,4,2,4,3,2,3,5,2,3,3,2,3,3,4,3,2,1,3,3,2,I
361,1,3,3,5,4,5,5,5,4,5,5,2,2,4,2,4,3,2,4,1,4,1,2,2,2,2,3,1,4,4,I
362,3,4,2,4,5,4,5,4,4,4,4,2,3,4,3,4,2,3,3,2,5,4,5,4,4,4,2,3,5,2,I
363,1,1,2,1,3,3,1,3,3,1,1,3,2,3,5,5,5,1,-1,3,4,1,4,4,4,4,1,1,1,1,S
364,3,4,3,2,3,2,2,3,3,3,3,1,3,2,2,2,2,4,3,3,3,3,3,3,3,2,3,3,4,3,R
365,1,1,1,1,3,3,1,2,1,1,2,1,1,5,2,1,1,1,1,3,4,4,4,3,1,3,1,1,1,1,S
366,5,2,2,1,3,1,1,2,2,2,1,1,1,1,1,2,2,3,1,1,1,1,2,2,3,1,3,2,1,2,C
367,2,2,2,3,3,3,3,4,4,3,3,4,4,4,4,4,5,3,4,4,3,2,4,3,4,4,3,2,3,2,A
368,3,2,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,4,1,1,3,1,3,1,1,3,1,1,1,1,R
369,2,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,1,I
370,2,2,2,5,4,4,4,2,4,3,2,5,4,4,4,4,4,4,5,5,4,2,4,2,2,2,4,5,2,2,A
371,3,1,3,4,5,5,5,4,5,5,3,5,4,4,5,4,5,2,4,4,3,4,2,2,2,1,5,3,3,2,I
372,3,3,4,3,5,5,3,3,5,4,5,1,2,2,2,2,3,1,3,5,3,3,3,4,4,3,3,3,2,4,I
373,3,2,2,1,2,4,3,4,3,4,3,1,1,1,1,1,1,1,1,4,1,4,2,1,1,1,1,3,1,4,C
374,4,1,1,4,5,5,4,5,5,4,5,3,3,4,4,5,4,1,4,5,5,4,5,5,5,5,1,3,5,4,S
375,4,3,4,4,4,5,5,4,5,5,4,5,5,5,5,5,5,4,4,4,5,5,5,4,5,4,4,3,4,4,A
376,3,4,3,5,4,5,5,4,4,3,4,3,5,5,4,5,3,4,4,4,3,5,3,4,4,3,3,4,3,4,I
377,3,2,2,2,4,4,2,3,3,1,3,2,2,1,3,5,4,1,2,1,2,2,2,2,4,2,2,2,2,1,I
378,1,1,2,5,3,2,4,3,2,4,2,1,1,1,2,1,3,1,1,4,5,4,4,3,3,3,1,2,1,1,S
379,2,2,2,4,2,3,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,4,5,5,5,4,4,4,5,1,A
380,2,3,3,5,4,4,5,4,4,4,4,3,3,3,4,4,4,3,4,3,3,3,4,3,4,4,2,3,4,3,I
381,1,1,1,4,5,5,1,4,5,1,1,5,2,5,5,5,-1,1,4,2,1,4,1,2,5,1,1,3,5,4,I
382,3,2,1,2,2,2,1,4,-1,3,3,3,1,1,3,2,4,-1,-1,2,3,5,1,2,3,4,5,-1,2,4,S
383,4,4,3,5,4,5,3,4,2,3,1,1,1,1,5,3,5,1,3,1,1,1,1,1,1,4,1,1,3,5,C
384,4,4,2,1,3,1,4,1,1,1,1,4,1,3,5,4,5,1,2,4,3,5,3,3,4,2,4,4,2,3,S
385,3,3,1,3,3,2,3,-1,3,3,3,2,2,4,3,5,5,3,2,4,5,2,5,2,3,2,3,5,4,5,C
386,4,2,1,2,3,5,1,2,4,1,2,5,5,5,5,3,5,3,5,5,2,4,4,5,4,4,5,2,4,1,A
387,3,4,4,4,4,4,2,2,4,2,3,2,1,4,4,1,5,4,2,3,3,3,4,4,3,3,5,4,3,5,C
388,1,3,4,5,5,1,3,2,2,2,2,3,4,3,4,4,3,4,4,5,5,4,2,2,2,3,2,2,1,1,A
389,2,1,1,4,3,5,5,4,4,3,1,1,1,1,3,1,1,1,1,5,2,5,4,1,4,4,2,1,1,1,S
390,1,5,4,4,4,4,4,5,5,3,2,4,3,4,2,1,4,4,4,5,3,3,4,3,5,4,2,2,5,3,S
391,2,2,2,3,4,4,3,4,3,4,4,1,2,4,4,5,3,1,4,3,2,1,5,3,4,2,4,4,4,3,I
392,1,1,-1,5,4,4,1,4,4,4,1,3,4,1,4,4,5,4,4,1,1,1,5,3,3,1,1,1,1,1,A
393,3,4,4,4,5,5,5,5,5,5,4,1,1,2,1,1,4,2,2,1,1,1,1,1,1,2,4,1,1,4,I
394,3,3,2,4,3,3,3,3,3,3,3,3,3,3,4,4,4,3,2,4,3,4,4,4,4,3,4,3,3,4,S
395,3,3,4,4,5,4,3,4,4,3,4,2,1,5,2,4,4,1,5,4,2,2,4,2,2,3,4,3,3,3,I
396,-1,4,1,4,5,4,5,4,4,4,4,4,5,5,-1,5,5,1,5,4,1,1,3,2,1,1,5,4,2,1,I
397,3,3,4,4,5,4,2,3,3,1,2,1,1,1,1,1,3,5,1,4,1,5,1,3,4,1,4,5,4,4,C
398,3,4,3,5,3,4,5,4,3,4,2,5,5,4,5,5,5,4,4,2,3,5,3,4,5,3,4,4,3,2,A
399,3,1,1,3,2,2,2,2,2,1,1,1,5,3,3,3,4,2,3,5,5,5,5,4,4,3,3,4,3,3,S
400,1,1,1,2,4,2,1,2,3,2,1,5,5,3,5,5,5,3,4,4,4,1,3,4,5,4,4,1,2,3,A
401,1,1,2,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,3,3,4,1,1,4,4,4,C
402,3,5,4,4,5,5,5,5,5,5,5,4,4,3,5,5,5,1,3,2,4,1,4,2,4,2,1,2,1,4,I
403,4,3,2,3,2,3,5,5,3,5,3,-1,3,3,3,3,2,3,1,3,3,4,2,2,3,1,5,5,1,3,I
404,1,2,3,3,4,3,1,3,3,2,1,1,4,1,1,4,2,1,1,5,5,3,5,2,3,3,4,3,2,3,S
405,3,4,4,4,4,4,1,3,4,4,1,5,4,5,5,4,5,5,4,4,1,3,1,1,3,3,1,1,4,1,A
406,-1,1,1,3,2,1,2,1,3,1,1,1,1,5,2,2,2,5,5,1,4,5,5,4,5,5,4,3,3,1,S
407,1,4,3,5,4,4,5,4,1,1,3,1,5,2,1,1,1,1,3,5,4,4,4,3,3,1,4,5,4,4,I
408,3,1,2,2,5,2,4,2,2,2,1,2,1,1,3,1,3,1,1,5,4,1,5,1,4,4,5,2,1,2,S
409,3,1,1,2,4,2,2,1,3,1,3,2,4,4,4,4,3,4,4,4,4,4,4,4,3,4,-1,5,4,2,S
410,1,2,4,3,5,2,2,1,5,1,5,5,1,2,2,3,5,2,5,3,1,2,2,3,5,2,2,1,4,1,A
411,1,3,3,4,5,3,4,4,3,4,3,2,3,2,3,5,3,2,2,4,1,4,2,3,3,1,2,4,3,2,I
412,3,2,1,3,3,3,3,3,1,2,1,1,4,4,1,1,1,1,4,5,4,2,5,5,4,5,5,5,5,4,E
413,2,1,1,2,1,1,1,1,1,1,1,2,3,1,1,4,1,1,1,4,1,1,1,1,1,1,5,5,5,1,E
414,1,1,1,1,5,1,1,3,5,1,1,1,1,3,4,5,5,4,1,1,1,1,1,1,1,1,1,1,1,1,A
415,2,4,4,3,3,4,5,4,3,3,3,3,4,5,4,4,4,4,4,4,3,5,3,4,3,1,3,3,1,5,A
416,2,1,2,4,4,4,1,2,2,2,1,5,5,5,5,5,4,2,5,5,5,5,5,5,5,3,2,2,5,1,A
417,1,2,1,5,4,4,2,4,3,4,4,4,4,3,3,5,3,3,4,2,1,2,2,1,4,2,3,1,4,3,I
418,2,1,2,4,4,3,2,3,3,3,1,1,2,3,2,3,4,3,2,4,5,2,4,2,2,1,3,2,3,3,C
419,1,1,1,4,4,4,5,4,3,3,1,3,2,5,5,2,4,4,1,2,5,5,5,2,5,2,3,1,3,1,S
420,2,1,1,5,1,1,4,2,1,1,1,4,4,4,4,4,3,4,4,4,4,5,4,4,4,4,4,4,4,1,S
421,3,4,2,4,4,4,3,2,4,2,1,3,2,2,3,3,2,2,1,4,3,2,4,4,4,4,3,1,3,1,S
422,5,5,4,2,3,4,2,2,3,2,3,4,3,5,5,2,5,4,4,3,2,4,2,2,3,2,4,5,3,4,A
423,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,S
424,4,3,2,4,4,4,4,4,5,4,5,3,3,5,4,4,5,3,5,4,4,4,4,4,5,4,-1,4,2,4,I
425,3,1,3,3,5,3,2,4,4,3,1,2,4,3,5,4,5,5,2,4,4,5,5,5,3,1,2,2,3,1,A
426,5,4,5,3,5,4,5,5,5,5,5,5,4,1,5,3,5,5,4,5,4,5,4,2,3,3,5,3,2,3,I
427,4,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,4,4,4,1,R
